법정동시군구코드,시군구,법정동,지번,단지명,전용면적,계약년도,계약월,계약일,거래금액,층,건축년도,해제여부,해제사유발생일,거래유형,중개사소재지,매도자,매수자,자치구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,39690,2,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,27783,3,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,2,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,30677,2,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,27783,2,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,27701,2,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,27701,2,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,27701,2,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,41096,2,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,39690,3,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,27701,3,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,27701,3,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,27783,3,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,27701,3,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,27701,3,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,27701,3,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,41096,3,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,41013,4,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,4,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,27701,2,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,4,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,28610,4,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,28610,4,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,4,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,4,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,4,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,42502,4,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,41013,5,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,5,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,5,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,28610,5,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,28610,5,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,5,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,5,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,5,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,42502,5,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,41013,6,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,6,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,6,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,28610,6,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,28610,6,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,6,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,6,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28528,6,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,42502,6,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,41510,7,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,7,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,7,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,28858,7,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,28858,7,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,7,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,7,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,7,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,42998,7,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,41510,8,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,8,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,28858,8,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,28858,8,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,8,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,8,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,8,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,42998,8,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,41510,9,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,9,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,8,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,9,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,28858,9,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,28858,9,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,9,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,9,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,28776,9,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,42998,9,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,41923,10,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,10,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,10,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29189,10,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29189,10,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,10,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,10,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,10,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,43411,10,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,41923,11,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,11,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,11,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29189,11,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29189,11,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,11,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,11,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,11,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,43411,11,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,41923,12,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,12,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,12,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29189,12,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29189,12,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,12,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,12,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29106,12,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,43411,12,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,42337,13,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,13,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,13,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29520,13,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29520,13,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,13,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,13,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,13,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,43825,13,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,42337,14,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,14,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,14,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29520,14,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29520,14,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,14,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,14,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,14,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,43825,14,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,42337,15,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,15,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29520,15,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29520,15,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,15,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,15,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,15,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,43825,15,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,42833,16,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29685,16,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29685,16,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29768,16,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29437,15,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29768,16,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29685,16,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29685,16,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29685,16,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,44321,16,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,39.0249,2025,10,17,42833,17,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29685,17,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,29685,17,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29768,17,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.8255,2025,10,17,29768,17,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,31752,17,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,25.7477,2025,10,17,31752,17,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,전농동,295-7,위브스튜디오 동대문이스트,40.4247,2025,10,17,44321,17,2024,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,답십리동,488-338,스타클래스,35.65,2025,10,16,28200,10,2019,O,25.10.24,중개거래,서울 성동구,개인,개인,동대문구
11230,동대문구,이문동,255-182,이문동오피스텔,23.52,2025,10,16,10000,8,2006,None,None,중개거래,서울 동대문구,개인,기타,동대문구
11230,동대문구,휘경동,322-2,회기역 더이스트팰리스,16.69,2025,10,11,20000,7,2020,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,용두동,100-5,동대문 베네스트,24.51,2025,10,15,23000,13,2020,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,휘경동,322-2,회기역 더이스트팰리스,16.69,2025,10,15,19000,9,2020,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,용두동,787,동의보감타워,60.25,2025,10,11,31500,13,2005,None,None,중개거래,"서울 동대문구, 서울 성동구",법인,개인,동대문구
11230,동대문구,답십리동,530-17,한성아펠시티,29.93,2025,10,1,28350,13,2019,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,답십리동,530-17,한성아펠시티,29.93,2025,10,1,24700,7,2019,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,용두동,787,동의보감타워,36.015,2025,11,11,16750,12,2005,None,None,중개거래,서울 동대문구,법인,개인,동대문구
11230,동대문구,용두동,787,동의보감타워,36.015,2025,11,11,16750,12,2005,O,26.01.08,중개거래,서울 동대문구,법인,개인,동대문구
11230,동대문구,장안동,374-1,장안현대벤처빌,28.49,2025,11,26,12300,12,2004,None,None,중개거래,서울 동대문구,개인,법인,동대문구
11230,동대문구,용두동,236-4,신설동역대우아이빌,30.291,2025,11,15,14500,9,2004,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,용두동,236-4,신설동역대우아이빌,30.291,2025,11,30,14600,7,2004,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,장안동,381-1,우민에뜨와르오피스텔,34.95,2025,11,26,13900,10,2009,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,답십리동,530-17,한성아펠시티,22.14,2025,11,28,18300,8,2019,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,장안동,342-11,르.메이에르 장안타운Ⅱ,25.96,2025,11,15,8900,2,2005,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,신설동,97-8,동광동대문베르빌,29.48,2025,11,22,16800,5,2004,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,장안동,373-3,현대썬앤빌601,21.03,2025,11,27,10300,9,2015,O,26.02.04,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,신설동,97-8,동광동대문베르빌,28.31,2025,11,14,18600,6,2004,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,답십리동,530-15,현대썬앤빌 청계,18.74,2025,11,28,12300,3,,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,장안동,373-1,양우 내안애 애플,18.6429,2025,11,30,8600,11,2014,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,제기동,1158-50,메트로폴 스위트,29.81,2025,11,28,33200,7,2021,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,답십리동,999,청계벽산메가트리움,28.25,2025,11,18,13900,15,2006,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,용두동,255-58,창보리버리치,43.63,2025,11,24,41100,17,2019,None,None,중개거래,울산 남구,개인,개인,동대문구
11230,동대문구,답십리동,492-4,답십리한화오벨리스크,27.64,2025,11,18,12600,3,2004,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,신설동,98-28,동대문 프라임시티,20.18,2025,11,28,26000,14,2023,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,용두동,787,동의보감타워,31.155,2025,11,27,15000,14,2005,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,이문동,255-192,디크라쎄,17.2122,2025,11,29,14000,6,2019,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,이문동,255-192,디크라쎄,17.2122,2025,11,29,13700,6,2019,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,이문동,254-40,주성 아우라,18.214,2025,11,22,8400,7,2013,None,None,중개거래,"서울 동대문구, 서울 중랑구",개인,개인,동대문구
11230,동대문구,이문동,255-190,수아주캠퍼스빌,17.393,2025,11,29,14500,3,2019,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,장안동,373-4,센트럴장안오피스텔,28.21,2025,11,27,26000,14,2022,None,None,직거래,None,개인,개인,동대문구
11230,동대문구,휘경동,319-5,휘경동 코업레지던스,13.86,2025,11,27,7000,2,2002,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,장안동,373-1,양우 내안애 애플,18.6429,2025,11,19,8950,15,2014,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,장안동,373-1,양우 내안애 애플,18.6429,2025,11,19,8950,15,2014,O,25.11.26,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,장안동,373-6,황금오피스텔,24.51,2025,11,27,6000,5,1997,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,용두동,104-3,동대문 푸르지오시티,23.47,2025,11,25,18200,11,,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,휘경동,183-353,스페이스 에이치,14.761,2025,11,26,14000,3,2019,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,이문동,254-40,주성 아우라,18.214,2025,11,22,8400,7,2013,O,25.12.01,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,용두동,788,한방천하-용두동 포스빌,39.02,2025,11,24,19000,14,2006,None,None,중개거래,"서울 동대문구, 서울 중구",개인,개인,동대문구
11230,동대문구,장안동,373-3,현대썬앤빌601,21.03,2025,11,25,10250,16,2015,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,장안동,364-3,드플랏장안,28.7712,2025,11,5,29000,7,2024,None,None,중개거래,"서울 강동구, 서울 강북구",개인,개인,동대문구
11230,동대문구,답십리동,530-17,한성아펠시티,22.14,2025,11,8,18100,11,2019,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,전농동,620-60,힐스테이트 청량리 더퍼스트,84.98,2025,11,13,105000,17,2023,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,장안동,374-1,장안현대벤처빌,32.24,2025,11,4,12500,11,2004,None,None,직거래,None,법인,법인,동대문구
11230,동대문구,장안동,374-1,장안현대벤처빌,32.24,2025,11,1,12200,20,2004,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,장안동,374-1,장안현대벤처빌,43.42,2025,11,12,18000,11,2004,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,답십리동,530-17,한성아펠시티,29.93,2025,11,15,26000,4,2019,None,None,중개거래,서울 동대문구,개인,개인,동대문구
11230,동대문구,장안동,372-16,청솔아파트,66.3,2025,11,9,34000,4,2015,None,None,중개거래,서울 동대문구,개인,개인,동대문구
