법정동시군구코드,시군구,법정동,지번,단지명,전용면적,계약년도,계약월,계약일,거래금액,층,건축년도,해제여부,해제사유발생일,거래유형,중개사소재지,매도자,매수자,자치구
11110,종로구,수송동,58,두산위브파빌리온,57.96,2024,6,21,40000,9,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,1368,숭인한성아펠시티,22.28,2024,6,20,29500,15,2021,None,None,직거래,None,개인,개인,종로구
11110,종로구,사직동,9,광화문 스페이스본,39.54,2024,6,27,40000,11,2008,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,1419-2,에비뉴 청계 Ⅰ,25.92,2024,6,19,22840,5,2023,None,None,직거래,None,법인,개인,종로구
11110,종로구,신문로2가,171,디팰리스,51.336,2024,6,25,93500,6,2020,None,None,중개거래,"서울 서초구, 서울 성동구",개인,개인,종로구
11110,종로구,수송동,58,두산위브파빌리온,57.96,2024,6,21,40000,9,2004,O,24.12.03,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,낙원동,58-1,종로오피스텔,29.7,2024,6,25,18000,9,1994,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,310,종로대우디오빌,29.65,2024,6,15,17500,15,2004,None,None,중개거래,"서울 영등포구, 서울 종로구",개인,개인,종로구
11110,종로구,내수동,74,광화문시대,73.78,2024,6,10,73600,15,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,사직동,9,광화문 스페이스본,39.54,2024,6,20,41000,10,2008,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,종로1가,24,르메이에르종로타운1,56.64,2024,6,5,43800,12,2007,None,None,중개거래,서울 종로구,개인,법인,종로구
11110,종로구,신문로2가,171,디팰리스,81.516,2024,6,12,180000,8,2020,None,None,중개거래,서울 성동구,개인,개인,종로구
11110,종로구,낙원동,58-1,종로오피스텔,25.2,2024,6,17,16000,13,1994,None,None,중개거래,서울 종로구,개인,법인,종로구
11110,종로구,내수동,73,경희궁의 아침 4단지,40.03,2024,6,22,36000,7,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,종로1가,24,르메이에르종로타운1,57.5,2024,6,13,60000,14,2007,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,1392-1,종로 아인스빌,17.88,2024,6,14,9980,5,2013,None,None,직거래,None,개인,법인,종로구
11110,종로구,사직동,9,광화문 스페이스본,39.54,2024,6,13,40350,9,2008,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,수송동,58,두산위브파빌리온,74.84,2024,6,19,62000,13,2004,None,None,직거래,None,법인,개인,종로구
11110,종로구,수송동,58,두산위브파빌리온,37.42,2024,6,21,32000,3,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,연지동,56,더넥스트 종로,18.66,2024,6,8,25000,9,2022,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,6,11,29000,5,2004,None,None,중개거래,"서울 강남구, 서울 종로구",개인,개인,종로구
11110,종로구,내수동,75,용비어천가,34.45,2024,6,15,23400,6,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,1392-1,종로 아인스빌,17.88,2024,6,14,9980,5,2013,O,24.06.24,직거래,None,개인,법인,종로구
11110,종로구,숭인동,310,종로대우디오빌,29.65,2024,6,1,17500,6,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,관철동,155,종로1번가,24.64,2024,6,10,19000,15,2005,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,적선동,156,광화문 플래티넘,51.24,2024,6,1,37000,6,2003,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,경운동,89-4,운현궁 에스케이 허브,42.22,2024,6,4,36000,10,2005,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,75,용비어천가,42.39,2024,6,4,30500,6,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,73,경희궁의 아침 4단지,28.24,2024,6,5,23500,6,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,종로1가,24,르메이에르종로타운1,36.23,2024,6,3,25000,13,2007,None,None,중개거래,"경기 고양시덕양구, 서울 종로구",개인,개인,종로구
11110,종로구,숭인동,76,롯데캐슬 천지인,39.6,2024,6,3,26500,11,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,인의동,28-26,루비온오피스텔,18.2,2024,7,29,20700,13,2021,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,충신동,83,지오지안 대학로,20.46,2024,7,15,39958,2,2023,None,None,직거래,None,법인,개인,종로구
11110,종로구,사직동,9,광화문 스페이스본,39.54,2024,7,27,40800,12,2008,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,75,용비어천가,28.19,2024,7,17,25200,9,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,71,경희궁의 아침 2단지,32.43,2024,7,30,29700,7,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,경운동,89-4,운현궁 에스케이 허브,41.12,2024,7,4,35700,6,2005,None,None,중개거래,서울 종로구,개인,법인,종로구
11110,종로구,관수동,98-1,종로 하이뷰 디아트,18.16,2024,7,18,24500,9,2020,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,수송동,58,두산위브파빌리온,35.22,2024,7,18,28800,11,2004,None,None,중개거래,서울 종로구,개인,법인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,7,26,30500,14,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,익선동,34,BIZ-WELL 종로 오피스텔,27.4,2024,7,18,15000,8,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,신문로2가,171,디팰리스,81.516,2024,7,18,180000,7,2020,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,신문로1가,163,광화문오피시아빌딩,41.71,2024,7,5,48300,21,2005,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,7,24,31000,14,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,인의동,48-2,효성주얼리시티,53.78,2024,7,16,42000,6,2006,None,None,중개거래,서울 종로구,개인,법인,종로구
11110,종로구,내수동,75,용비어천가,30.36,2024,7,23,22800,4,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,1425,한라 운종가,21.14,2024,7,22,24000,15,2022,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,신문로2가,171,디팰리스,80.262,2024,7,3,134000,4,2020,None,None,중개거래,서울 종로구,개인,법인,종로구
11110,종로구,내수동,71,경희궁의 아침 2단지,32.43,2024,7,20,27700,2,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,익선동,34,BIZ-WELL 종로 오피스텔,23.42,2024,7,18,14400,4,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,익선동,34,BIZ-WELL 종로 오피스텔,27.4,2024,7,18,15000,8,2004,O,24.07.24,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,200-33,엘리시앙오피스텔,57.75,2024,7,6,24000,8,2005,None,None,중개거래,서울 중구,개인,개인,종로구
11110,종로구,연건동,206,대보마로니에텔,26.52,2024,7,17,18700,7,2001,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,충신동,62-2,CS타워,34.86,2024,7,16,16000,3,2011,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,55-6,수석컴비즈텔,23.84,2024,7,16,10990,7,2002,None,None,직거래,None,개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,7,13,30700,14,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,75,용비어천가,37.56,2024,7,15,26000,5,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,1421,버넷하임1,25.88,2024,7,4,12500,9,2013,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,종로1가,24,르메이에르종로타운1,36.23,2024,7,15,25500,8,2007,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,견지동,110-32,견지동빌딩,52.15,2024,7,2,31700,14,2004,None,None,중개거래,서울 중구,개인,개인,종로구
11110,종로구,관수동,4,신일 해피트리앤,19.3434,2024,7,9,19000,4,2022,None,None,중개거래,광주 광산구,개인,법인,종로구
11110,종로구,관수동,4,신일 해피트리앤,19.3434,2024,7,9,19000,4,2022,None,None,중개거래,광주 광산구,개인,법인,종로구
11110,종로구,평창동,289-5,오피스텔 천지인,31.08,2024,7,3,13500,4,2003,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,익선동,34,BIZ-WELL 종로 오피스텔,23.14,2024,7,3,13000,8,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,적선동,156,광화문 플래티넘,45.36,2024,8,19,34000,12,2003,None,None,중개거래,서울 종로구,법인,개인,종로구
11110,종로구,적선동,156,광화문 플래티넘,45.36,2024,8,19,34000,12,2003,O,24.10.14,중개거래,서울 종로구,법인,개인,종로구
11110,종로구,연지동,56,더넥스트 종로,18.66,2024,8,31,25800,11,2022,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,신문로1가,163,광화문오피시아빌딩,41.71,2024,8,21,49000,18,2005,None,None,중개거래,서울 종로구,법인,개인,종로구
11110,종로구,숭인동,1421,버넷하임1,24.77,2024,8,30,12800,5,2013,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,1421,버넷하임1,25.27,2024,8,30,12800,5,2013,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,1388,동양파라빌,24.93,2024,8,19,12500,13,2005,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,318-2,삼전솔하임4차,19.17,2024,8,17,11400,4,2014,None,None,중개거래,서울 성북구,개인,개인,종로구
11110,종로구,충신동,83,지오지안 대학로,20.46,2024,8,20,42858,3,2023,None,None,직거래,None,법인,개인,종로구
11110,종로구,관수동,4,신일 해피트리앤,19.3434,2024,8,16,21918,3,2022,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,관수동,4,신일 해피트리앤,19.3434,2024,8,16,21918,3,2022,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,1392-1,종로 아인스빌,17.88,2024,8,17,12000,8,2013,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,318-2,삼전솔하임4차,19.17,2024,8,3,11300,4,2014,None,None,중개거래,서울 성북구,개인,개인,종로구
11110,종로구,사직동,9,광화문 스페이스본,39.54,2024,8,22,39250,7,2008,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,수송동,58,두산위브파빌리온,72.21,2024,8,8,59900,3,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,원남동,95,코윈 팔레스뷰 오피스텔,24.03,2024,8,4,18300,12,2003,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,74,광화문시대,48.86,2024,8,24,36000,14,2004,None,None,중개거래,서울 종로구,개인,법인,종로구
11110,종로구,충신동,62-2,CS타워,34.86,2024,8,15,16000,4,2011,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,75,용비어천가,30.36,2024,8,28,19000,14,2004,None,None,직거래,None,개인,개인,종로구
11110,종로구,내수동,73,경희궁의 아침 4단지,41.74,2024,8,28,35500,9,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,관수동,4,신일 해피트리앤,19.3434,2024,8,24,19500,3,2022,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,318-2,삼전솔하임4차,19.17,2024,8,17,11400,4,2014,O,24.09.03,중개거래,서울 성북구,개인,개인,종로구
11110,종로구,신문로2가,171,디팰리스,80.262,2024,8,30,144000,3,2020,None,None,중개거래,서울 마포구,개인,개인,종로구
11110,종로구,수송동,58,두산위브파빌리온,53.02,2024,8,3,45000,12,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,318-2,삼전솔하임4차,19.17,2024,8,17,11400,4,2014,O,24.08.26,중개거래,서울 성북구,개인,개인,종로구
11110,종로구,익선동,34,BIZ-WELL 종로 오피스텔,23.14,2024,8,20,13900,4,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,관수동,4,신일 해피트리앤,19.3434,2024,8,16,22800,3,2022,O,24.09.11,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,관수동,4,신일 해피트리앤,19.3434,2024,8,16,22800,3,2022,O,24.09.11,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,적선동,156,광화문 플래티넘,45.36,2024,8,19,34000,12,2003,O,24.10.14,중개거래,서울 종로구,법인,개인,종로구
11110,종로구,내수동,73,경희궁의 아침 4단지,56.48,2024,8,16,62500,5,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,8,17,31400,14,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,318-2,삼전솔하임4차,19.17,2024,8,3,11300,4,2014,O,24.09.08,중개거래,서울 성북구,개인,개인,종로구
11110,종로구,내수동,75,용비어천가,37.56,2024,8,17,27500,3,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,구기동,110-1,요진오피스텔쉐레이,28.33,2024,8,12,10500,5,1989,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,사직동,9,광화문 스페이스본,39.54,2024,8,9,40000,10,2008,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,견지동,110-32,견지동빌딩,52.15,2024,8,2,32000,14,2004,None,None,중개거래,"서울 종로구, 서울 중구",개인,개인,종로구
11110,종로구,인의동,28-26,루비온오피스텔,18.2,2024,8,9,20000,7,2021,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,필운동,285-5,파크뷰타워,25.86,2024,8,7,16000,7,1998,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,73,경희궁의 아침 4단지,56.48,2024,8,7,54000,10,2004,None,None,중개거래,"서울 강남구, 서울 종로구",개인,법인,종로구
11110,종로구,익선동,34,BIZ-WELL 종로 오피스텔,23.14,2024,8,7,13900,4,2004,O,24.08.20,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,1425,한라 운종가,21.14,2024,8,1,28500,13,2022,None,None,중개거래,서울 서대문구,개인,개인,종로구
11110,종로구,충신동,83,지오지안 대학로,24.96,2024,9,30,45676,2,2023,None,None,직거래,None,법인,개인,종로구
11110,종로구,종로1가,24,르메이에르종로타운1,96.92,2024,9,30,84500,12,2007,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,충신동,83,지오지안 대학로,20.46,2024,9,25,40341,4,2023,None,None,직거래,None,법인,개인,종로구
11110,종로구,충신동,83,지오지안 대학로,20.63,2024,9,20,39569,4,2023,None,None,직거래,None,법인,개인,종로구
11110,종로구,충신동,83,지오지안 대학로,24.96,2024,9,12,42893,7,2023,None,None,직거래,None,법인,개인,종로구
11110,종로구,숭인동,1388,동양파라빌,27.09,2024,9,24,13900,13,2005,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,75,용비어천가,30.36,2024,9,28,23100,10,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,충신동,83,지오지안 대학로,24.96,2024,9,3,47326,3,2023,None,None,직거래,None,법인,개인,종로구
11110,종로구,평창동,289-5,오피스텔 천지인,23.4,2024,9,25,9400,3,2003,None,None,직거래,None,개인,개인,종로구
11110,종로구,내수동,71,경희궁의 아침 2단지,32.43,2024,9,7,31000,8,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,사직동,9,광화문 스페이스본,39.54,2024,9,23,42000,6,2008,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,9,10,31000,5,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,수송동,58,두산위브파빌리온,35.22,2024,9,7,29200,7,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,종로1가,24,르메이에르종로타운1,36.23,2024,9,3,31500,11,2007,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,경운동,89-4,운현궁 에스케이 허브,35.36,2024,9,10,27700,5,2005,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,종로1가,24,르메이에르종로타운1,57.5,2024,9,3,57700,9,2007,None,None,중개거래,서울 종로구,법인,개인,종로구
11110,종로구,숭인동,313-12,디세븐,16.044,2024,9,10,11000,15,2014,None,None,중개거래,서울 중구,개인,개인,종로구
11110,종로구,경운동,89-4,운현궁 에스케이 허브,30.28,2024,9,2,27900,5,2005,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,낙원동,212,나스빌,38.92,2024,10,25,26000,8,2004,None,None,직거래,None,개인,개인,종로구
11110,종로구,충신동,83,지오지안 대학로,24.96,2024,10,25,45176,4,2023,None,None,직거래,None,법인,개인,종로구
11110,종로구,충신동,83,지오지안 대학로,20.46,2024,10,24,40741,6,2023,None,None,직거래,None,법인,개인,종로구
11110,종로구,수송동,58,두산위브파빌리온,35.22,2024,10,22,30000,8,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,313-12,디세븐,16.044,2024,10,29,9700,14,2014,None,None,중개거래,서울 중구,개인,개인,종로구
11110,종로구,운니동,65-1,오피스텔월드,36.72,2024,10,31,21000,6,1998,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,10,24,31700,14,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,74,광화문시대,56.56,2024,10,18,52000,15,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,71,경희궁의 아침 2단지,28.9,2024,10,28,26000,10,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,75,용비어천가,37.56,2024,10,29,36000,17,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,낙원동,212,나스빌,28.69,2024,10,17,16500,5,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,74,광화문시대,48.86,2024,10,16,40700,18,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,63.96,2024,10,17,61000,16,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,73,경희궁의 아침 4단지,56.48,2024,10,17,59500,15,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,연지동,222,리베르떼_연지,23.2,2024,10,16,23700,6,2019,None,None,중개거래,서울 서초구,개인,개인,종로구
11110,종로구,숭인동,1425,한라 운종가,21.14,2024,10,1,23000,8,2022,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,관수동,98-1,종로 하이뷰 디아트,18.16,2024,10,12,24000,5,2020,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,관철동,155,종로1번가,23.86,2024,10,7,19500,12,2005,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,평창동,289-5,오피스텔 천지인,23.4,2024,10,4,10000,5,2003,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,313-17,우평 원더라움 스투디오,24.794,2024,10,7,30000,10,2022,None,None,직거래,None,개인,개인,종로구
11110,종로구,내수동,73,경희궁의 아침 4단지,28.24,2024,10,7,25400,16,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,10,4,31000,8,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,10,8,30500,7,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,75,용비어천가,37.56,2024,10,5,30500,7,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,1388,동양파라빌,27.09,2024,10,4,11600,10,2005,None,None,직거래,None,개인,개인,종로구
11110,종로구,숭인동,76,롯데캐슬 천지인,39.6,2024,10,2,26000,5,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,10,3,31500,14,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,창신동,327-2,금호팔레스,30.62,2024,11,19,14000,18,1996,None,None,직거래,None,개인,개인,종로구
11110,종로구,내수동,74,광화문시대,38.88,2024,11,28,36500,2,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,75,용비어천가,42.83,2024,11,26,30900,8,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,310,종로대우디오빌,38.08,2024,11,24,24000,8,2004,None,None,중개거래,서울 종로구,개인,법인,종로구
11110,종로구,부암동,154-2,캐피탈오피스텔,49.05,2024,11,26,19000,5,2002,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,202-3,종로 중흥 S클래스,23.966,2024,11,29,12000,2,2013,None,None,직거래,None,개인,개인,종로구
11110,종로구,충신동,83,지오지안 대학로,20.46,2024,11,2,40741,7,2023,None,None,직거래,None,법인,개인,종로구
11110,종로구,신문로1가,163,광화문오피시아빌딩,41.71,2024,11,4,50000,22,2005,None,None,중개거래,"서울 영등포구, 서울 중구",법인,법인,종로구
11110,종로구,구기동,110-1,요진오피스텔쉐레이,28.33,2024,11,12,9500,5,1989,None,None,직거래,None,개인,개인,종로구
11110,종로구,종로1가,24,르메이에르종로타운1,43.43,2024,11,26,38000,8,2007,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,종로1가,24,르메이에르종로타운1,36.23,2024,11,15,30000,17,2007,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,종로1가,24,르메이에르종로타운1,36.23,2024,11,12,29000,8,2007,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,종로1가,24,르메이에르종로타운1,36.23,2024,11,26,29400,11,2007,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,수송동,58,두산위브파빌리온,70.44,2024,11,19,75000,4,2004,None,None,중개거래,서울 종로구,법인,개인,종로구
11110,종로구,익선동,34,BIZ-WELL 종로 오피스텔,17.2,2024,11,25,11000,6,2004,O,24.12.17,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,돈의동,39-2,낙원오피스텔,40.96,2024,11,15,26000,6,1991,None,None,직거래,None,개인,개인,종로구
11110,종로구,내수동,73,경희궁의 아침 4단지,41.74,2024,11,23,32000,15,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,298-9,INSPIRE [케이디종합건설 (주)],12.57,2024,11,18,9000,2,,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,11,4,32500,6,2004,None,None,중개거래,"서울 용산구, 서울 종로구",개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,11,18,30500,7,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,74,광화문시대,34.9,2024,11,18,30500,8,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,71,경희궁의 아침 2단지,51.02,2024,11,9,52000,2,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,경운동,89-4,운현궁 에스케이 허브,41.12,2024,11,13,34500,5,2005,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,1421,버넷하임1,25.27,2024,11,12,11900,3,2013,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,경운동,89-4,운현궁 에스케이 허브,23.66,2024,11,11,24000,8,2005,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,경운동,89-4,운현궁 에스케이 허브,23.66,2024,11,10,24300,13,2005,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,201-11,종로유케이201,15.49,2024,11,5,10000,4,2013,None,None,직거래,None,개인,개인,종로구
11110,종로구,내수동,72,경희궁의 아침 3단지,37.5,2024,11,2,31450,16,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,신문로2가,171,디팰리스,81.277,2024,12,30,153000,8,2020,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,73,경희궁의 아침 4단지,56.48,2024,12,28,62000,9,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,관수동,98-1,종로 하이뷰 디아트,18.16,2024,12,17,22000,10,2020,None,None,직거래,None,개인,개인,종로구
11110,종로구,내수동,75,용비어천가,45.89,2024,12,3,37000,14,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,충신동,62-2,CS타워,30.68,2024,12,20,14500,2,2011,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,경운동,89-4,운현궁 에스케이 허브,52.5,2024,12,24,38000,5,2005,None,None,중개거래,서울 종로구,기타,개인,종로구
11110,종로구,익선동,34,BIZ-WELL 종로 오피스텔,17.2,2024,12,26,10000,8,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,충신동,62-2,CS타워,29.82,2024,12,11,14400,3,2011,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,연건동,206,대보마로니에텔,35.7,2024,12,26,22000,5,2001,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,익선동,34,BIZ-WELL 종로 오피스텔,17.42,2024,12,24,10000,8,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,75,용비어천가,30.36,2024,12,23,23900,7,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,교북동,126,경희궁자이,25.9097,2024,12,21,34500,5,2017,None,None,중개거래,"서울 서초구, 서울 종로구",개인,개인,종로구
11110,종로구,견지동,110-32,견지동빌딩,41.4,2024,12,9,29000,12,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,신문로2가,171,디팰리스,81.277,2024,12,20,153000,8,2020,O,24.12.30,중개거래,서울 종로구,개인,법인,종로구
11110,종로구,익선동,34,BIZ-WELL 종로 오피스텔,17.2,2024,12,21,11000,6,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,숭인동,310,종로대우디오빌,29.65,2024,12,16,18800,15,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,익선동,34,BIZ-WELL 종로 오피스텔,17.2,2024,12,18,11000,6,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,71,경희궁의 아침 2단지,32.43,2024,12,17,30000,9,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,종로5가,138-4,종로5가역 하이뷰더광장,18.97,2024,12,17,26500,7,2022,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,74,광화문시대,40.26,2024,12,4,33700,15,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,사직동,9,광화문 스페이스본,39.54,2024,12,4,39000,5,2008,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,내수동,71,경희궁의 아침 2단지,51.02,2024,12,7,54000,9,2004,None,None,중개거래,서울 종로구,개인,개인,종로구
11110,종로구,종로1가,24,르메이에르종로타운1,36.23,2024,12,5,32000,18,2007,None,None,중개거래,서울 종로구,개인,개인,종로구
