adm_cd,adm_nm,자치구,pop,area_km2,pop_density
1174058000,암사제2동,강동구,14878.0,2.172643050338226,6847.9
1174059000,암사제3동,강동구,17283.0,1.797967108529413,9612.5
1174060000,천호제1동,강동구,26075.0,0.6684775722605043,39006.5
1174061000,천호제2동,강동구,32929.0,1.849736814032577,17802.0
1174062000,천호제3동,강동구,26143.0,0.5611168219843251,46591.0
1174064000,성내제1동,강동구,19466.0,0.663160167847964,29353.4
1174065000,성내제2동,강동구,23314.0,0.6246618265864,37322.6
1174066000,성내제3동,강동구,22467.0,0.6468531026245836,34732.8
1174068500,길동,강동구,44662.0,1.630343882755211,27394.2
1174069000,둔촌제1동,강동구,52.0,0.9114673330762189,57.1
1174070000,둔촌제2동,강동구,24264.0,1.549245818014498,15661.8
