adm_cd,adm_nm,자치구,S_JVWI,dagagu_count,new_density,전세가율,고전세가율비율,공시지가대비전세가괴리,officetel_share,pop_density,n_dagagu_count,n_new_density,n_전세가율,n_고전세가율비율,n_공시지가대비전세가괴리,n_officetel_share,n_pop_density
1123061000,답십리제2동,동대문구,36.66,322,28.0,61.07,11.3,2.1185,0.2927,31447.5,0.28171478565179353,0.15114709851551958,0.5605578914983078,0.1516778523489933,0.5562279231065773,0.43955548881213397,0.6273199450827257
1130557500,삼각산동,강북구,36.65,599,28.96,57.8,5.6,1.6034,0.0542,49314.4,0.5240594925634295,0.1563292847503374,0.5270228694492872,0.07516778523489932,0.34362109343721375,0.08139360264303949,0.9843801522415561
1121578000,능동,광진구,36.48,433,28.41,73.34,28.5,1.8378,0.102,10185.4,0.378827646544182,0.15336032388663967,0.686391139370321,0.3825503355704698,0.44036937702195234,0.15317615257546177,0.20240852616664234
1123054500,제기동,동대문구,36.45,552,29.64,62.83,21.8,1.7452,0.0956,19658.6,0.48293963254593175,0.16,0.5786073223259153,0.29261744966442954,0.40214885202217937,0.14356509986484456,0.39172523776501883
1156066000,신길제4동,영등포구,36.34,326,68.69,50.77,5.9,2.1836,0.1069,37997.4,0.2852143482064742,0.3707962213225371,0.4549276997231053,0.07919463087248323,0.583097860228448,0.16053461480702808,0.7582161078680787
1150053500,등촌제3동,강서구,36.34,94,13.21,69.05,34.0,1.6454,0.4453,27837.0,0.08223972003499562,0.07130904183535763,0.6423956517280278,0.4563758389261745,0.36095653674164646,0.668719026880913,0.5551660807891461
1153054000,구로제3동,구로구,36.33,422,10.01,64.0,19.4,1.68,0.3741,22442.9,0.36920384951881013,0.05403508771929824,0.5906060916829043,0.26040268456375837,0.37523764003529814,0.5617960654752965,0.44736794773666094
1162076500,미성동,관악구,36.33,400,24.29,73.58,23.7,1.4996,0.2016,21854.6,0.34995625546806647,0.1311201079622132,0.6888524253922674,0.3181208053691275,0.3007777835562588,0.3027481603844421,0.4356110945684257
1153052000,구로제1동,구로구,36.04,422,10.32,64.0,19.4,1.68,0.3741,20391.6,0.36920384951881013,0.0557085020242915,0.5906060916829043,0.26040268456375837,0.37523764003529814,0.5617960654752965,0.40637384115158404
1174065000,성내제2동,강동구,36.01,301,49.63,69.15,21.7,1.4541,0.0614,37322.6,0.26334208223972005,0.26790823211875847,0.6434211875705057,0.2912751677852349,0.28199771997645673,0.09220603694248386,0.7447305995935162
1162052500,보라매동,관악구,35.94,285,38.8,66.86,14.1,1.6152,0.2764,31614.6,0.24934383202099739,0.20944669365721996,0.6199364167777663,0.18926174496644294,0.3484915275084592,0.41507733893978066,0.6306593470280122
1111061500,종로1.2.3.4가동,종로구,35.94,14,1.24,88.97,54.6,0.7595,0.6417,2774.0,0.012248468941382326,0.006693657219973009,0.8466823915495847,0.7328859060402685,0.0,0.9636582069379787,0.05429575790035353
1138058000,응암제1동,은평구,35.88,272,50.19,65.06,9.8,2.026,0.1768,29464.1,0.2379702537182852,0.2709311740890688,0.6014767716131679,0.13154362416107385,0.5180486729718148,0.26550533113080044,0.5876827827949855
1174068500,길동,강동구,35.82,421,30.06,65.72,23.8,1.3757,0.1831,27394.2,0.36832895888014,0.1622672064777328,0.6082453081735206,0.3194630872483222,0.24963822580818237,0.2749662111428142,0.5463169654009181
1120053500,왕십리도선동,성동구,35.54,274,21.84,60.22,13.7,1.9611,0.2868,37068.1,0.23972003499562555,0.11789473684210526,0.5518408368372475,0.18389261744966443,0.49126128557996535,0.4306952995945337,0.7396445565350157
1150053000,등촌제2동,강서구,35.51,94,15.38,69.05,34.0,1.6454,0.4453,21340.5,0.08223972003499562,0.08302294197031039,0.6423956517280278,0.4563758389261745,0.36095653674164646,0.668719026880913,0.4253370877457338
1174066000,성내제3동,강동구,35.43,301,47.92,69.15,21.7,1.4541,0.0614,34732.8,0.26334208223972005,0.2586774628879892,0.6434211875705057,0.2912751677852349,0.28199771997645673,0.09220603694248386,0.6929748655545986
1141055500,북아현동,서대문구,35.2,248,54.51,53.57,13.9,1.3974,0.3841,33687.9,0.2169728783902012,0.294251012145749,0.4836427033124807,0.1865771812080537,0.2585948715154726,0.576813335335636,0.6720931115592069
1156062000,양평제2동,영등포구,34.95,62,4.7,70.78,39.1,1.9865,0.4607,7830.8,0.0542432195975503,0.025371120107962213,0.660137421802892,0.5248322147651007,0.501745101292646,0.6918456224658357,0.1553531352607671
1123073000,휘경제2동,동대문구,34.87,329,27.41,66.88,14.0,2.0395,0.1921,21855.6,0.2878390201224847,0.14796221322537112,0.6201415239462619,0.18791946308724833,0.5236207797482396,0.2884817540171197,0.435631079020522
1141061500,연희동,서대문구,34.84,540,20.5,64.62,12.8,1.7829,0.2254,11652.2,0.47244094488188976,0.1106612685560054,0.5969644139062661,0.17181208053691277,0.4177094761311582,0.3384892626520498,0.23172172050144987
1132052200,도봉제2동,도봉구,34.8,223,22.36,70.58,17.8,1.9214,0.275,23220.8,0.19510061242344706,0.12070175438596491,0.6580863501179366,0.2389261744966443,0.47487516417077547,0.41297492115933326,0.4629138530223486
