adm_cd,adm_nm,자치구,전세가율,고전세가율비율,villa_total,newvilla_count,newvilla_ratio,area_km2,newvilla_density,youth_ratio,gongsi_per_m2,jeonse_per_m2_won,공시지가대비전세가괴리,cx,cy,norm_전세가율,norm_고전세가율비율,norm_newvilla_density,norm_공시지가대비전세가괴리,norm_youth_ratio,kde_고전세가율비율,kde_newvilla_density
1150057000,화곡제4동,강서구,84.11,41.7,4506.0,90.0,0.02,0.8514,105.71,0.2763788666296614,3649314.0,4610570.587378584,1.2634,943333.3105166203,1948722.5048775892,0.7072,0.4608,0.4106,0.1563,0.244,37.4721,117.3068
1150059000,화곡본동,강서구,84.11,41.7,4506.0,90.0,0.02,0.9717,92.62,0.3541073914885889,3649314.0,4610570.587378584,1.2634,942412.5663167812,1949456.062859277,0.7072,0.4608,0.3598,0.1563,0.3959,41.4515,97.5741
1150059100,화곡제6동,강서구,84.11,41.7,4506.0,90.0,0.02,1.0372,86.77,0.3547880690737833,3649314.0,4610570.587378584,1.2634,942694.5028629657,1950462.1713284452,0.7072,0.4608,0.337,0.1563,0.3972,41.3855,67.5658
1150059300,화곡제8동,강서구,84.11,41.7,4506.0,90.0,0.02,0.5933,151.69,0.3138187221396731,3649314.0,4610570.587378584,1.2634,942463.9515330311,1948527.211557728,0.7072,0.4608,0.5892,0.1563,0.3172,40.7319,136.1792
1150060300,가양제1동,강서구,73.24,42.5,319.0,19.0,0.0596,4.8658,3.9,0.4948553621825023,3017095.0,5629129.995604234,1.8657,941268.5651538038,1952708.5047247305,0.6083,0.4696,0.0151,0.27,0.6709,42.4482,4.1593
1150060400,가양제2동,강서구,89.36,61.7,81.0,0.0,0.0,0.8233,0.0,0.2626120453366916,3849097.0,6873717.588603524,1.7858,942982.0767477924,1952129.7103016176,0.755,0.6818,0.0,0.2549,0.2171,58.4732,1.991
1150060500,가양제3동,강서구,89.36,61.7,81.0,0.0,0.0,0.4723,0.0,0.294792399718508,3849097.0,6873717.588603524,1.7858,943572.9844306258,1951464.2228029799,0.755,0.6818,0.0,0.2549,0.28,54.7274,6.8792
1150061100,발산제1동,강서구,81.76,38.4,687.0,26.0,0.0378,2.8856,9.01,0.2261404981808004,2775747.0,5396999.37670381,1.9443,940399.7097092555,1950343.6353746378,0.6858,0.4243,0.035,0.2849,0.1459,38.3113,26.2521
1150061500,우장산동,강서구,84.58,41.8,4922.0,96.0,0.0195,1.2607,76.15,0.2404832043113881,3641231.0,4697817.086716505,1.2902,941801.5781562927,1950345.3292588573,0.7115,0.4619,0.2958,0.1614,0.1739,41.5827,85.8528
1150062000,공항동,강서구,72.15,36.0,1070.0,48.0,0.0449,10.9559,4.38,0.2916821200984524,2481075.0,5293222.603435031,2.1334,937722.1293527458,1950957.6801442334,0.5983,0.3978,0.017,0.3206,0.2739,36.0,4.3802
1150063000,방화제1동,강서구,72.15,36.0,1070.0,48.0,0.0449,1.4745,32.55,0.2479129114884735,2889424.0,5293222.603435031,1.8319,939735.5297458076,1952356.5579945382,0.5983,0.3978,0.1264,0.2636,0.1884,35.9817,32.081
1150064000,방화제2동,강서구,67.74,30.4,612.0,24.0,0.0392,6.1531,3.9,0.3014132875445779,2201593.0,5133724.540417628,2.3318,938550.4060829467,1953930.5541934862,0.5582,0.3359,0.0151,0.358,0.2929,30.4023,4.2039
1150064100,방화제3동,강서구,67.74,30.4,605.0,24.0,0.0397,2.557,9.39,0.2441501904589152,2870917.0,5133724.540417628,1.7882,939747.4820780349,1953855.289953647,0.5582,0.3359,0.0365,0.2554,0.1811,30.4667,9.3397
1153051000,신도림동,구로구,27.82,7.9,92.0,0.0,0.0,1.3918,0.0,0.2779760245330359,3346402.0,2504841.0909279115,0.7485,945397.3943209819,1945818.3792813641,0.1949,0.0873,0.0,0.0591,0.2471,13.898,7.6224
1153052000,구로제1동,구로구,72.21,28.1,1381.0,32.0,0.0232,1.0082,31.74,0.2902519700359957,3285041.0,4732261.348186545,1.4405,944786.0366392308,1943948.5148672431,0.5989,0.3105,0.1233,0.1897,0.2711,27.9512,28.2291
1153053000,구로제2동,구로구,72.21,28.1,1381.0,32.0,0.0232,1.7021,18.8,0.2472044728434504,3285041.0,4732261.348186545,1.4405,945188.354286935,1944360.318473991,0.5989,0.3105,0.073,0.1897,0.187,27.8615,25.9493
1153054000,구로제3동,구로구,72.21,28.1,1381.0,32.0,0.0232,1.0393,30.79,0.388536397153391,3285041.0,4732261.348186545,1.4405,946505.3696336827,1943020.0318166735,0.5989,0.3105,0.1196,0.1897,0.4632,25.2505,43.0218
1153055000,구로제4동,구로구,72.21,28.1,1381.0,32.0,0.0232,0.5241,61.06,0.2835836795568339,3285041.0,4732261.348186545,1.4405,946103.085665921,1943769.8076020991,0.5989,0.3105,0.2372,0.1897,0.2581,26.2165,51.51
1153056000,구로제5동,구로구,72.21,28.1,1381.0,32.0,0.0232,1.0117,31.63,0.3623064272988899,3285041.0,4732261.348186545,1.4405,945955.1135092662,1944922.9299554913,0.5989,0.3105,0.1229,0.1897,0.4119,25.4397,33.0114
1153059500,가리봉동,구로구,55.43,11.5,195.0,11.0,0.0564,0.4107,26.78,0.3491232065588704,3487281.0,5206150.54697229,1.4929,945897.8281445769,1942782.149778168,0.4462,0.1271,0.104,0.1996,0.3861,27.5638,27.4946
1153072000,고척제1동,구로구,65.89,21.1,421.0,43.0,0.1021,1.1504,37.38,0.3190503323836657,2872799.0,4130336.1028449354,1.4377,943757.6395040049,1944794.9390624845,0.5414,0.2331,0.1452,0.1892,0.3274,22.1133,38.5158
1153073000,고척제2동,구로구,65.89,21.1,421.0,43.0,0.1021,1.0247,41.96,0.2382587890248138,2872799.0,4130336.1028449354,1.4377,942857.2132140687,1945376.658084254,0.5414,0.2331,0.163,0.1892,0.1695,24.4746,39.7216
1153074000,개봉제1동,구로구,80.89,41.1,1231.0,46.0,0.0374,1.3193,34.87,0.2711400102351064,2931131.0,4257678.018079057,1.4526,942468.9259011773,1944725.6509268163,0.6779,0.4541,0.1354,0.192,0.2338,32.8931,39.5008
1153075000,개봉제2동,구로구,80.89,41.1,1231.0,46.0,0.0374,0.7819,58.83,0.2431980188079381,2931131.0,4257678.018079057,1.4526,943113.7225152559,1943896.6948681052,0.6779,0.4541,0.2285,0.192,0.1792,39.4705,54.8371
1153076000,개봉제3동,구로구,80.89,41.1,1231.0,46.0,0.0374,0.8278,55.57,0.2374644742184328,2931131.0,4257678.018079057,1.4526,942732.0535544204,1943229.8389717324,0.6779,0.4541,0.2159,0.192,0.168,40.0571,54.4261
1153077000,오류제1동,구로구,61.36,18.5,525.0,33.0,0.0629,0.7271,45.39,0.3820595086362238,2750477.0,3466787.672666874,1.2604,941805.4822392917,1944382.4181042016,0.5001,0.2044,0.1763,0.1557,0.4505,24.159,41.8556
1153078000,오류제2동,구로구,61.38,18.3,615.0,33.0,0.0537,3.0589,10.79,0.2345112681690892,2641567.0,3480050.1197264413,1.3174,941513.8488606887,1943100.9340543982,0.5003,0.2022,0.0419,0.1665,0.1622,19.4011,13.9405
1153079000,수궁동,구로구,51.73,16.4,508.0,24.0,0.0472,2.6594,9.02,0.2458721236606358,1947427.0,3242393.404808088,1.665,940424.9494700461,1944566.238113807,0.4125,0.1812,0.035,0.2321,0.1844,16.4485,9.7661
1154551000,가산동,금천구,116.28,78.9,169.0,14.0,0.0828,2.511,5.58,0.5467643368812983,3187423.0,7307344.065216957,2.2926,945516.0459977122,1942115.2836656498,1.0,0.8718,0.0217,0.3506,0.7723,62.1715,11.3353
1154561000,독산제1동,금천구,82.85,46.1,1141.0,82.0,0.0719,2.0604,39.8,0.3960105981948603,3092458.0,5987073.904956482,1.936,946276.8320724155,1940739.777924243,0.6957,0.5094,0.1546,0.2833,0.4778,46.064,59.3832
1154562000,독산제2동,금천구,82.85,46.1,1141.0,82.0,0.0719,0.6168,132.94,0.2752180720196824,3092458.0,5987073.904956482,1.936,947181.8502605193,1940694.2579852382,0.6957,0.5094,0.5164,0.2833,0.2418,43.5394,117.4966
1154563000,독산제3동,금천구,82.85,46.1,1141.0,82.0,0.0719,0.9343,87.77,0.3130998484593366,3092458.0,5987073.904956482,1.936,947355.8073139574,1942006.4392039613,0.6957,0.5094,0.3409,0.2833,0.3158,43.7616,95.511
1154564000,독산제4동,금천구,82.85,46.1,1141.0,82.0,0.0719,0.5906,138.84,0.273155737704918,3092458.0,5987073.904956482,1.936,947305.633643219,1941273.2224769644,0.6957,0.5094,0.5393,0.2833,0.2377,45.2605,121.3742
1154567000,시흥제1동,금천구,74.75,32.4,1392.0,80.0,0.0575,1.5222,52.56,0.286228734633056,2907949.0,4843498.369137558,1.6656,946945.1082188081,1939415.5023885695,0.622,0.358,0.2042,0.2322,0.2633,32.9489,57.6039
1154568000,시흥제2동,금천구,74.75,32.4,1392.0,80.0,0.0575,1.3079,61.17,0.2108612231019575,2907949.0,4843498.369137558,1.6656,948684.3700290297,1939237.4738822326,0.622,0.358,0.2376,0.2322,0.116,32.7269,61.5614
1154569000,시흥제3동,금천구,74.75,32.4,1392.0,80.0,0.0575,1.2605,63.47,0.2436197155659458,2907949.0,4843498.369137558,1.6656,947454.0803035885,1938044.0189780933,0.622,0.358,0.2465,0.2322,0.18,32.4,62.6445
1154570000,시흥제4동,금천구,74.75,32.4,1392.0,80.0,0.0575,0.8211,97.43,0.2428315870176335,2907949.0,4843498.369137558,1.6656,947760.704890417,1940260.1018783897,0.622,0.358,0.3785,0.2322,0.1785,36.6217,101.5613
1154571000,시흥제5동,금천구,74.75,32.4,1392.0,80.0,0.0575,1.386,57.72,0.23376480912681,2907949.0,4843498.369137558,1.6656,948021.587186326,1938859.7184816785,0.622,0.358,0.2242,0.2322,0.1608,32.4196,59.3058
1156051500,영등포본동,영등포구,52.64,6.4,827.0,90.0,0.1088,0.8457,106.42,0.2892822966507177,3701041.0,7242221.38481154,1.9568,947817.7049603986,1946207.2084068973,0.4208,0.0707,0.4134,0.2872,0.2692,10.5957,115.8877
1156053500,영등포동,영등포구,78.68,49.1,137.0,7.0,0.0511,1.3714,5.1,0.5430357376619976,6837604.0,8821748.862379951,1.2902,947652.4748333329,1947086.711649738,0.6578,0.5425,0.0198,0.1614,0.765,42.922,21.9457
1156055000,당산제1동,영등포구,84.42,56.6,52.0,5.0,0.0962,0.7448,6.71,0.4087511307908394,5476465.0,10133845.706494527,1.8504,946698.0132734979,1947349.035656866,0.71,0.6254,0.0261,0.2671,0.5026,55.8132,6.7019
1156056000,당산제2동,영등포구,92.58,62.2,104.0,0.0,0.0,1.5799,0.0,0.4074084154373741,4421227.0,9606006.11994909,2.1727,947199.3476928783,1948478.0998822413,0.7843,0.6873,0.0,0.328,0.5,61.2704,0.4878
1156058500,도림동,영등포구,49.63,2.2,147.0,11.0,0.0748,0.5855,18.79,0.3287266109310129,3008021.0,6584135.6626044335,2.1889,947021.4934551846,1945705.8737843123,0.3934,0.0243,0.073,0.331,0.3463,7.9014,85.3097
1156060500,문래동,영등포구,79.32,58.3,56.0,0.0,0.0,1.7854,0.0,0.2825857027312885,4745179.0,9994333.203120887,2.1062,946187.2751702316,1946534.4796873922,0.6636,0.6442,0.0,0.3154,0.2562,51.1066,3.8535
1156061000,양평제1동,영등포구,84.95,55.9,54.0,11.0,0.2037,0.9742,11.29,0.4135276326642838,5236819.0,9485129.228028039,1.8112,945810.0588242797,1947527.266425742,0.7148,0.6177,0.0439,0.2597,0.512,52.0279,12.9832
1156062000,양평제2동,영등포구,84.92,58.9,145.0,4.0,0.0276,2.8725,1.39,0.4067751400373433,4216031.0,8425441.500000084,1.9984,946165.3148753186,1949527.4302592766,0.7146,0.6508,0.0054,0.2951,0.4988,55.9054,2.7714
1156063000,신길제1동,영등포구,54.19,7.0,737.0,83.0,0.1126,0.7224,114.89,0.3725023294336888,3670041.0,7290061.992715252,1.9864,948696.0130975628,1946063.736118803,0.4349,0.0773,0.4463,0.2928,0.4318,7.9361,124.5052
1156065000,신길제3동,영등포구,54.19,7.0,737.0,83.0,0.1126,0.5197,159.71,0.2675040417858475,3670041.0,7290061.992715252,1.9864,947480.3069425133,1945384.257634353,0.4349,0.0773,0.6204,0.2928,0.2267,7.711,152.8526
1156066000,신길제4동,영등포구,54.19,7.0,737.0,83.0,0.1126,0.3224,257.44,0.2610825373499877,3670041.0,7290061.992715252,1.9864,948104.4495095244,1945451.5692789261,0.4349,0.0773,1.0,0.2928,0.2141,7.2921,176.5049
1156067000,신길제5동,영등포구,56.43,11.2,1226.0,122.0,0.0995,0.4943,246.81,0.241079460269865,3704310.0,6682859.889111211,1.8041,947453.5725187453,1944798.8331018733,0.4553,0.1238,0.9587,0.2584,0.1751,12.0568,161.8091
1156068000,신길제6동,영등포구,54.19,7.0,737.0,83.0,0.1126,0.6179,134.33,0.3241863075196408,3670041.0,7290061.992715252,1.9864,948165.8944384637,1944553.6449693027,0.4349,0.0773,0.5218,0.2928,0.3374,10.3856,136.8081
1156069000,신길제7동,영등포구,54.19,7.0,737.0,83.0,0.1126,0.6467,128.34,0.2886883758443391,3670041.0,7290061.992715252,1.9864,948698.9150043336,1945343.686059263,0.4349,0.0773,0.4985,0.2928,0.2681,8.403,135.4788
1156070000,대림제1동,영등포구,62.9,23.4,489.0,39.0,0.0798,0.4986,78.22,0.2634817227651104,3770702.0,4929388.467812414,1.3073,947422.3495993129,1943991.1255466316,0.5142,0.2586,0.3038,0.1646,0.2188,19.9251,86.5538
1156071000,대림제2동,영등포구,62.9,23.4,489.0,39.0,0.0798,0.5721,68.17,0.3128058039480344,3770702.0,4929388.467812414,1.3073,947002.8146826319,1943543.5246244166,0.5142,0.2586,0.2648,0.1646,0.3152,24.4288,64.1155
1156072000,대림제3동,영등포구,62.9,23.4,489.0,39.0,0.0798,0.921,42.35,0.2729627231523448,3770702.0,4929388.467812414,1.3073,946713.0650746047,1944697.1228077004,0.5142,0.2586,0.1645,0.1646,0.2373,20.2248,81.9711
1159051000,노량진제1동,동작구,35.14,0.0,250.0,21.0,0.084,1.6122,13.03,0.3589423407111416,4952292.0,7677421.3686404405,1.5503,951301.06870287,1946026.423052844,0.2615,0.0,0.0506,0.2105,0.4053,1.0071,20.1407
1159052000,노량진제2동,동작구,36.26,0.0,181.0,19.0,0.105,0.6001,31.66,0.3753278290432248,5462395.0,7877287.891572116,1.4421,950314.9787398896,1945890.237198523,0.2717,0.0,0.123,0.19,0.4373,3.4596,38.5353
1159053000,상도제1동,동작구,61.01,13.4,2136.0,84.0,0.0393,1.4814,56.7,0.3648864582630027,3896836.0,5607591.113281346,1.439,951680.5568795713,1944485.8904256185,0.497,0.1481,0.2202,0.1894,0.4169,18.163,64.6699
1159054000,상도제2동,동작구,59.98,11.9,1937.0,80.0,0.0413,0.7784,102.77,0.3057058802164675,3761237.0,5591696.995817413,1.4867,950669.098034937,1945081.0066643115,0.4876,0.1315,0.3992,0.1985,0.3013,10.3607,85.3924
1159055000,상도제3동,동작구,59.98,11.9,1937.0,80.0,0.0413,0.6369,125.61,0.3332776896753192,3761237.0,5591696.995817413,1.4867,949875.080398796,1944407.1822722638,0.4876,0.1315,0.4879,0.1985,0.3552,17.5435,96.4993
1159056000,상도제4동,동작구,59.98,11.9,1937.0,80.0,0.0413,0.9389,85.21,0.3170223467701372,3761237.0,5591696.995817413,1.4867,950558.8427644363,1944387.1478976859,0.4876,0.1315,0.331,0.1985,0.3234,15.4243,91.9981
1159060500,흑석동,동작구,56.93,13.8,193.0,16.0,0.0829,1.707,9.37,0.2866333333333333,5139919.0,6399213.331486012,1.245,952470.3346814106,1945264.0454929955,0.4598,0.1525,0.0364,0.1528,0.2641,13.3095,13.5721
1159062000,사당제1동,동작구,56.27,14.9,1366.0,104.0,0.0761,0.6347,163.86,0.4385100337417865,4788354.0,6572258.958507631,1.3726,953805.1677014885,1942412.0095601361,0.4538,0.1646,0.6365,0.1769,0.5608,15.1928,176.1602
1159063000,사당제2동,동작구,56.29,14.7,1422.0,104.0,0.0731,2.7611,37.67,0.2798723177868416,4518692.0,6538768.074406539,1.447,953578.3271917851,1944344.7449320017,0.454,0.1624,0.1463,0.191,0.2508,14.2943,50.9117
1159064000,사당제3동,동작구,56.27,14.9,1366.0,104.0,0.0761,0.907,114.66,0.2783865801230717,4788354.0,6572258.958507631,1.3726,953232.3976774223,1943409.9940683458,0.4538,0.1646,0.4454,0.1769,0.2479,17.3644,132.7838
1159065000,사당제4동,동작구,56.27,14.9,1366.0,104.0,0.0761,0.4358,238.64,0.3408877661494045,4788354.0,6572258.958507631,1.3726,953208.0332538862,1942498.7843258714,0.4538,0.1646,0.927,0.1769,0.3701,18.4663,179.958
1159065100,사당제5동,동작구,56.27,14.9,1366.0,104.0,0.0761,0.6817,152.56,0.3190782498056125,4788354.0,6572258.958507631,1.3726,952698.5895089635,1943085.2407297357,0.4538,0.1646,0.5926,0.1769,0.3274,25.1596,141.408
1159066000,대방동,동작구,56.92,16.6,326.0,9.0,0.0276,1.5438,5.83,0.3095391511416164,4313205.0,6626218.063431344,1.5363,949449.398723032,1945445.9076695493,0.4597,0.1834,0.0226,0.2078,0.3088,12.1811,51.141
1159067000,신대방제1동,동작구,57.72,15.1,323.0,15.0,0.0464,0.6748,22.23,0.2769105412127969,3916227.0,5485573.61361529,1.4007,947902.0291052316,1943578.1365825601,0.467,0.1669,0.0864,0.1822,0.2451,21.7391,62.8162
1159068000,신대방제2동,동작구,57.72,15.1,323.0,15.0,0.0464,0.9697,15.47,0.3372114078768674,3916227.0,5485573.61361529,1.4007,948877.3119603283,1944081.9177520713,0.467,0.1669,0.0601,0.1822,0.3629,18.9583,59.5505
1162052500,보라매동,관악구,83.6,45.0,2536.0,47.0,0.0185,0.7561,62.16,0.3605672690763052,4217302.0,5915198.877152081,1.4026,949838.7433731237,1943612.4236738447,0.7026,0.4972,0.2415,0.1826,0.4085,36.2412,85.7336
1162054500,청림동,관악구,83.6,45.0,2536.0,47.0,0.0185,0.2969,158.3,0.2706272862755724,4217302.0,5915198.877152081,1.4026,952216.6897174082,1943505.555166368,0.7026,0.4972,0.6149,0.1826,0.2328,36.1655,129.7559
1162056500,성현동,관악구,83.6,45.0,2536.0,47.0,0.0185,0.6777,69.35,0.2491791703442188,4217302.0,5915198.877152081,1.4026,951471.0267504854,1943508.4852404168,0.7026,0.4972,0.2694,0.1826,0.1909,42.0817,92.3723
1162057500,행운동,관악구,83.6,45.0,2536.0,47.0,0.0185,0.7177,65.49,0.4733098542918307,4217302.0,5915198.877152081,1.4026,952305.9653420545,1942552.2147088924,0.7026,0.4972,0.2544,0.1826,0.6288,35.4612,111.2929
1162058500,낙성대동,관악구,83.6,45.0,2536.0,47.0,0.0185,2.2611,20.79,0.5586175221035711,4217302.0,5915198.877152081,1.4026,952234.7625370733,1941078.566547913,0.7026,0.4972,0.0808,0.1826,0.7954,44.9344,27.5344
1162059500,청룡동,관악구,83.6,45.0,2536.0,47.0,0.0185,1.1947,39.34,0.531904828161959,4217302.0,5915198.877152081,1.4026,951000.5982591674,1942236.0920897298,0.7026,0.4972,0.1528,0.1826,0.7433,43.3653,63.1826
1162060500,은천동,관악구,83.6,45.0,2536.0,47.0,0.0185,0.7756,60.6,0.3139979052430534,4217302.0,5915198.877152081,1.4026,950678.3463606358,1943230.1083374808,0.7026,0.4972,0.2354,0.1826,0.3175,43.0306,73.8507
1162061500,중앙동,관악구,83.6,45.0,2536.0,47.0,0.0185,0.3844,122.27,0.504218167549539,4217302.0,5915198.877152081,1.4026,951433.2625760956,1942909.7356660163,0.7026,0.4972,0.4749,0.1826,0.6892,44.322,93.5012
1162062500,인헌동,관악구,83.6,45.0,2536.0,47.0,0.0185,1.0883,43.19,0.4250117352526991,4217302.0,5915198.877152081,1.4026,952918.4849729436,1941297.9046019746,0.7026,0.4972,0.1678,0.1826,0.5344,43.977,43.3096
1162063000,남현동,관악구,87.58,50.0,269.0,5.0,0.0186,3.2786,1.53,0.4215620076524871,4954156.0,7227124.240653858,1.4588,953817.6565830024,1940672.8646668731,0.7388,0.5525,0.0059,0.1932,0.5277,48.6369,6.0546
1162064500,서원동,관악구,77.35,38.3,2485.0,69.0,0.0278,0.6471,106.63,0.501109129659432,3978718.0,5462043.4202663675,1.3728,949899.0238706318,1942524.7219970652,0.6457,0.4232,0.4142,0.177,0.6831,39.1977,104.7695
1162065500,신원동,관악구,77.35,38.3,2485.0,69.0,0.0278,0.5446,126.7,0.4310656571363996,3978718.0,5462043.4202663675,1.3728,949304.19345626,1942394.742343847,0.6457,0.4232,0.4922,0.177,0.5462,38.3812,112.9206
1162066500,서림동,관악구,77.35,38.3,2485.0,69.0,0.0278,0.9406,73.36,0.4455445544554455,3978718.0,5462043.4202663675,1.3728,950615.3523525512,1941661.93928677,0.6457,0.4232,0.285,0.177,0.5745,40.1129,66.9532
1162068500,신사동,관악구,77.35,38.3,2485.0,69.0,0.0278,0.6406,107.71,0.4549392640228653,3978718.0,5462043.4202663675,1.3728,948602.2621310364,1943112.4706812205,0.6457,0.4232,0.4184,0.177,0.5929,33.9308,92.9145
1162069500,신림동,관악구,77.35,38.3,2485.0,69.0,0.0278,0.5408,127.59,0.6633150517976844,3978718.0,5462043.4202663675,1.3728,949358.4736326557,1943253.8345310595,0.6457,0.4232,0.4956,0.177,1.0,37.5864,101.6026
1162071500,난향동,관악구,77.35,38.3,2485.0,69.0,0.0278,0.8208,84.06,0.2162107258938244,3978718.0,5462043.4202663675,1.3728,948576.7054340503,1940414.0855509825,0.6457,0.4232,0.3265,0.177,0.1265,37.2497,80.5822
1162072500,조원동,관악구,77.35,38.3,2485.0,69.0,0.0278,0.6661,103.59,0.4488474092207262,3978718.0,5462043.4202663675,1.3728,947603.2280771603,1942785.6763402238,0.6457,0.4232,0.4024,0.177,0.581,34.6231,83.1076
1162073500,대학동,관악구,77.35,38.3,2485.0,69.0,0.0278,8.3989,8.22,0.4731380479633942,3978718.0,5462043.4202663675,1.3728,951223.8754878448,1939444.9276045917,0.6457,0.4232,0.0319,0.177,0.6284,38.3042,8.2488
1162074500,삼성동,관악구,77.35,38.3,2485.0,69.0,0.0278,2.6025,26.51,0.2204834288562173,3978718.0,5462043.4202663675,1.3728,949599.0253673702,1940335.4770972666,0.6457,0.4232,0.103,0.177,0.1348,38.2092,34.2568
1162076500,미성동,관악구,77.35,38.3,2485.0,69.0,0.0278,1.3584,50.8,0.2873888439773646,3978718.0,5462043.4202663675,1.3728,948316.9681591402,1942016.1013227152,0.6457,0.4232,0.1973,0.177,0.2655,39.0902,69.9727
1162077500,난곡동,관악구,77.35,38.3,2485.0,69.0,0.0278,0.9717,71.01,0.2778453927996545,3978718.0,5462043.4202663675,1.3728,948814.0660679548,1941426.0519150551,0.6457,0.4232,0.2758,0.177,0.2469,38.3665,71.6584
1165051000,서초1동,서초구,62.14,28.1,736.0,45.0,0.0611,1.3816,32.57,0.2954411185506105,10069025.0,9154493.599652596,0.9092,957574.1614289708,1943185.097497074,0.5072,0.3105,0.1265,0.0894,0.2813,26.6024,34.0755
1165052000,서초2동,서초구,62.14,28.1,736.0,45.0,0.0611,1.2302,36.58,0.3300266624843161,10069025.0,9154493.599652596,0.9092,958265.4736937886,1943391.470607739,0.5072,0.3105,0.1421,0.0894,0.3488,26.8478,34.2446
1165053000,서초3동,서초구,56.61,14.1,2273.0,105.0,0.0462,2.9963,35.04,0.3325933337502345,9042297.0,8704634.726216018,0.9627,956632.0727031586,1943032.8439632074,0.4569,0.1558,0.1361,0.0995,0.3539,15.5632,37.5816
1165053100,서초4동,서초구,62.14,28.1,736.0,45.0,0.0611,0.8791,51.19,0.2148487746957353,10069025.0,9154493.599652596,0.9092,957555.619147498,1944517.77159838,0.5072,0.3105,0.1988,0.0894,0.1238,23.0414,57.0198
1165054000,잠원동,서초구,48.06,11.0,175.0,46.0,0.2629,1.7555,26.2,0.2473419138220481,10695644.0,7532554.971300486,0.7043,956940.4429976452,1946532.6225876664,0.3791,0.1215,0.1018,0.0507,0.1873,10.6455,27.5249
1165055000,반포본동,서초구,50.82,6.4,703.0,84.0,0.1195,0.9718,86.44,0.1965065502183406,11450504.0,8168097.381104799,0.7133,954707.5203084013,1945116.9127229166,0.4042,0.0707,0.3358,0.0524,0.088,6.63,80.3574
1165056000,반포1동,서초구,50.82,6.4,703.0,84.0,0.1195,0.9916,84.71,0.2667808017002184,11450504.0,8168097.381104799,0.7133,957289.6212750832,1945249.3304294297,0.4042,0.0707,0.329,0.0524,0.2253,11.8732,71.727
1165057000,반포2동,서초구,50.82,6.4,703.0,84.0,0.1195,1.395,60.22,0.182127659574468,11450504.0,8168097.381104799,0.7133,955452.1872444244,1945447.1695585742,0.4042,0.0707,0.2339,0.0524,0.0599,6.93,61.4334
1165058000,반포3동,서초구,48.06,11.0,175.0,46.0,0.2629,1.2508,36.78,0.2140638119227539,10695644.0,7532554.971300486,0.7043,956163.4953900668,1946009.4994557826,0.3791,0.1215,0.1429,0.0507,0.1223,10.1371,39.5707
1165058100,반포4동,서초구,50.82,6.4,703.0,84.0,0.1195,1.4261,58.9,0.2384012962462867,11450504.0,8168097.381104799,0.7133,956100.9512471473,1944592.3094422827,0.4042,0.0707,0.2288,0.0524,0.1698,6.7846,59.7193
1165059000,방배본동,서초구,54.02,7.5,1537.0,60.0,0.039,0.677,88.63,0.2282693813625685,8461067.0,8493386.663147544,1.0038,954716.8492304237,1944100.4670481947,0.4333,0.0829,0.3443,0.1073,0.15,7.7114,79.5897
1165060000,방배1동,서초구,54.02,7.5,1537.0,60.0,0.039,0.6887,87.12,0.2941781650931978,8461067.0,8493386.663147544,1.0038,955465.2451223665,1942967.6279053614,0.4333,0.0829,0.3384,0.1073,0.2788,7.7928,76.3975
1165061000,방배2동,서초구,54.02,7.5,1537.0,60.0,0.039,1.9026,31.54,0.2769511588030311,8461067.0,8493386.663147544,1.0038,954765.4268369394,1941676.6005953206,0.4333,0.0829,0.1225,0.1073,0.2451,8.5405,36.1769
1165062000,방배3동,서초구,54.02,7.5,1537.0,60.0,0.039,2.3733,25.28,0.2326303841328633,8461067.0,8493386.663147544,1.0038,955606.0166559666,1941801.463133245,0.4333,0.0829,0.0982,0.1073,0.1586,7.538,29.5614
1165062100,방배4동,서초구,54.02,7.5,1537.0,60.0,0.039,0.9488,63.24,0.2619110176913645,8461067.0,8493386.663147544,1.0038,955001.3066918821,1943519.9363272663,0.4333,0.0829,0.2456,0.1073,0.2158,7.5485,74.1673
1165065100,양재1동,서초구,54.79,4.3,1011.0,40.0,0.0396,5.7601,6.94,0.2550622682764521,6185805.0,7759603.873958408,1.2544,957776.1263461967,1941249.6929015957,0.4403,0.0475,0.027,0.1546,0.2024,4.3151,6.9594
1165065200,양재2동,서초구,54.83,4.2,776.0,37.0,0.0477,7.5574,4.9,0.3426763534098898,5544602.0,7840973.168515524,1.4142,959822.793170538,1939203.8566934243,0.4407,0.0464,0.019,0.1848,0.3736,4.2016,4.8998
1165066000,내곡동,서초구,81.35,47.8,81.0,2.0,0.0247,12.6992,0.16,0.2308584014374311,1310668.0,7512738.998525701,5.732,962025.6989167812,1939715.7509427613,0.6821,0.5282,0.0006,1.0,0.1551,47.7983,0.1603
1168051000,신사동,강남구,47.54,2.5,153.0,1.0,0.0065,2.0577,0.49,0.2562058461339037,13747566.0,6657579.6529583605,0.4843,957603.7172529997,1947527.5043277054,0.3744,0.0276,0.0019,0.0092,0.2046,3.0782,1.9241
1168052100,논현1동,강남구,61.67,21.5,780.0,28.0,0.0359,1.2578,22.26,0.4355372682557699,11007022.0,8563244.780659975,0.778,958153.7422031447,1945948.5355412762,0.503,0.2376,0.0865,0.0646,0.555,20.2408,26.0094
