adm_cd,adm_nm,자치구,전세가율,고전세가율비율,villa_total,newvilla_count,newvilla_ratio,area_km2,newvilla_density,youth_ratio,gongsi_per_m2,jeonse_per_m2_won,공시지가대비전세가괴리,cx,cy,norm_전세가율,norm_고전세가율비율,norm_newvilla_density,norm_공시지가대비전세가괴리,norm_youth_ratio,kde_고전세가율비율,kde_newvilla_density
1168053100,논현2동,강남구,61.67,21.5,780.0,28.0,0.0359,1.4574,19.21,0.3566324033284386,11007022.0,8563244.780659975,0.778,959013.8999447541,1946318.1104232161,0.503,0.2376,0.0746,0.0646,0.4008,20.3255,18.9346
1168054500,압구정동,강남구,47.54,2.5,153.0,1.0,0.0065,2.3433,0.43,0.2162162162162162,13747566.0,6657579.6529583605,0.4843,958854.1760180698,1947928.9592538693,0.3744,0.0276,0.0017,0.0092,0.1265,2.8315,0.7151
1168056500,청담동,강남구,47.01,10.8,235.0,2.0,0.0085,2.3274,0.86,0.278989898989899,13548388.0,9148082.440712264,0.6752,960278.3296446303,1947327.3547799846,0.3695,0.1193,0.0033,0.0452,0.2491,10.2083,1.7063
1168058000,삼성1동,강남구,36.45,1.8,528.0,11.0,0.0208,1.9431,5.66,0.2703471826977803,12081406.0,7455469.70031967,0.6171,961187.1076669878,1946314.8359154754,0.2734,0.0199,0.022,0.0343,0.2322,2.2058,6.2416
1168059000,삼성2동,강남구,36.45,1.8,528.0,11.0,0.0208,1.2413,8.86,0.2772832501874857,12081406.0,7455469.70031967,0.6171,960122.5937900529,1945937.4435659533,0.2734,0.0199,0.0344,0.0343,0.2458,3.2077,10.1701
1168060000,대치1동,강남구,48.66,3.4,551.0,24.0,0.0436,0.8092,29.66,0.151478550603915,10644887.0,7788304.00904786,0.7316,961024.3768738688,1943881.2978018748,0.3845,0.0376,0.1152,0.0559,0.0,3.6661,27.0673
1168061000,대치2동,강남구,48.66,3.4,551.0,24.0,0.0436,1.836,13.07,0.1950112195376507,10644887.0,7788304.00904786,0.7316,961608.8370539164,1944724.463024221,0.3845,0.0376,0.0508,0.0559,0.0851,4.3772,18.0584
1168063000,대치4동,강남구,48.66,3.4,551.0,24.0,0.0436,0.7005,34.26,0.3249233047709722,10644887.0,7788304.00904786,0.7316,960645.3825715377,1944793.075808465,0.3845,0.0376,0.1331,0.0559,0.3389,4.9316,30.5762
1168064000,역삼1동,강남구,58.63,17.0,838.0,38.0,0.0453,2.3603,16.1,0.4788995103753788,11082370.0,8622746.129940227,0.7781,958943.0639699143,1944721.3365550274,0.4753,0.1878,0.0625,0.0647,0.6397,17.0608,19.8195
1168065000,역삼2동,강남구,58.63,17.0,838.0,38.0,0.0453,1.1342,33.5,0.2443059087304842,11082370.0,8622746.129940227,0.7781,959772.3653251743,1944455.3575490217,0.4753,0.1878,0.1301,0.0647,0.1814,14.1061,28.4509
1168065500,도곡1동,강남구,59.53,4.3,158.0,5.0,0.0316,1.0498,4.76,0.2555027635023756,9024582.0,7695015.714166401,0.8527,959423.816017432,1943392.4055376677,0.4835,0.0475,0.0185,0.0788,0.2032,6.2838,8.1563
1168065600,도곡2동,강남구,59.53,4.3,158.0,5.0,0.0316,0.99,5.05,0.2004405286343612,9024582.0,7695015.714166401,0.8527,960200.2846967594,1943320.7535454058,0.4835,0.0475,0.0196,0.0788,0.0957,4.6574,8.7874
1168066000,개포1동,강남구,54.18,3.5,472.0,48.0,0.1017,1.4488,33.13,0.1929162432863986,5688825.0,7763109.765190723,1.3646,961302.2168244929,1942151.349976531,0.4348,0.0387,0.1287,0.1754,0.081,3.3385,34.9723
1168067000,개포2동,강남구,47.27,2.0,837.0,130.0,0.1553,2.2416,57.99,0.257693985363253,5665905.0,8646789.403732585,1.5261,961896.952574205,1942913.178584796,0.3719,0.0221,0.2253,0.2059,0.2075,2.2066,53.4659
1168069000,개포4동,강남구,54.18,3.5,472.0,48.0,0.1017,1.6642,28.84,0.2807827052892421,5688825.0,7763109.765190723,1.3646,960512.8516416617,1941883.3723004186,0.4348,0.0387,0.112,0.1754,0.2526,3.5059,29.4774
1168070000,세곡동,강남구,48.9,1.3,286.0,59.0,0.2063,6.362,9.27,0.2710167783764839,2059523.0,9923513.524110088,4.8184,965010.7140251033,1941344.641913074,0.3867,0.0144,0.036,0.8275,0.2335,1.3632,9.2834
1168072000,일원본동,강남구,38.32,0.1,397.0,82.0,0.2065,2.3528,34.85,0.210390631827318,4865101.0,9792398.036932066,2.0128,963269.3636607506,1942644.6188393622,0.2904,0.0011,0.1354,0.2978,0.1151,0.1374,36.8949
1168073000,일원1동,강남구,38.32,0.1,397.0,82.0,0.2065,0.9527,86.07,0.2810024583447145,4865101.0,9792398.036932066,2.0128,963689.8135056945,1943880.699448496,0.2904,0.0011,0.3343,0.2978,0.2531,1.5731,77.6871
1171051000,풍납1동,송파구,58.53,17.2,275.0,3.0,0.0109,1.0745,2.79,0.247912273302404,3972369.0,5131864.452721629,1.2919,965957.1591830122,1948860.4365477487,0.4744,0.1901,0.0108,0.1617,0.1884,19.8782,9.1678
1171052000,풍납2동,송파구,58.53,17.2,275.0,3.0,0.0109,2.5626,1.17,0.298873760295848,3972369.0,5131864.452721629,1.2919,965379.3839276417,1947945.2114817265,0.4744,0.1901,0.0045,0.1617,0.288,17.4858,2.6133
1171053100,거여1동,송파구,55.36,16.4,359.0,97.0,0.2702,0.5219,185.86,0.2711808148701352,4362281.0,6106997.873732828,1.4,968341.9953771039,1944004.4708991775,0.4455,0.1812,0.722,0.1821,0.2339,17.2077,152.4611
1171053200,거여2동,송파구,55.36,16.4,359.0,97.0,0.2702,0.5092,190.49,0.2538956639566395,4362281.0,6106997.873732828,1.4,968806.4843577738,1943730.242497067,0.4455,0.1812,0.7399,0.1821,0.2001,13.8279,148.9834
1171054000,마천1동,송파구,28.13,2.3,677.0,3.0,0.0044,0.5748,5.22,0.2222835079977937,3948840.0,4166681.924942008,1.0552,969592.9581046704,1944062.4479919649,0.1977,0.0254,0.0203,0.117,0.1383,4.7343,36.6385
1171055000,마천2동,송파구,28.13,2.3,677.0,3.0,0.0044,0.89,3.37,0.230630019228594,3948840.0,4166681.924942008,1.0552,969120.9928587702,1944642.6441981944,0.1977,0.0254,0.0131,0.117,0.1546,5.0095,36.452
1171056100,방이1동,송파구,70.04,24.8,936.0,29.0,0.031,0.6088,47.63,0.2789761857642324,7006462.0,6399279.26789036,0.9133,966633.0051040492,1945686.5924959274,0.5791,0.274,0.185,0.0902,0.2491,25.9835,48.0889
1171056200,방이2동,송파구,70.04,24.8,936.0,29.0,0.031,0.7692,37.7,0.4426448680239886,7006462.0,6399279.26789036,0.9133,965877.8868602715,1946066.0004339332,0.5791,0.274,0.1464,0.0902,0.5689,25.8819,49.394
1171056600,오륜동,송파구,70.04,24.8,936.0,29.0,0.031,3.0827,9.41,0.1988569507480248,7006462.0,6399279.26789036,0.9133,967200.2898163996,1946524.6551467502,0.5791,0.274,0.0366,0.0902,0.0926,25.1322,20.7092
1171057000,오금동,송파구,70.82,34.2,540.0,15.0,0.0278,1.6476,9.1,0.2624973353229589,5836660.0,5877756.806557099,1.007,967652.722207126,1945033.539381435,0.5862,0.3779,0.0353,0.1079,0.2169,33.2351,19.895
1171058000,송파1동,송파구,69.87,29.5,946.0,56.0,0.0592,0.6864,81.59,0.4023620704357465,8486933.0,6897640.53481888,0.8127,965563.4566922479,1945394.0013630867,0.5776,0.326,0.3169,0.0712,0.4902,27.643,68.4955
1171059000,송파2동,송파구,69.87,29.5,946.0,56.0,0.0592,0.6305,88.82,0.2720310646100744,8486933.0,6897640.53481888,0.8127,966148.6436462314,1944911.7482532372,0.5776,0.326,0.345,0.0712,0.2355,30.2669,67.6356
1171060000,석촌동,송파구,64.49,21.3,1004.0,44.0,0.0438,0.9462,46.5,0.3834530511874717,7693498.0,6379597.282566851,0.8292,964867.2832953004,1944902.971373968,0.5286,0.2354,0.1806,0.0743,0.4532,22.6467,48.8309
1171061000,삼전동,송파구,54.47,8.8,979.0,38.0,0.0388,0.9526,39.89,0.3812613726096062,8095934.0,6254397.514697443,0.7725,963927.7936589575,1944815.6101237913,0.4374,0.0972,0.1549,0.0636,0.4489,10.0516,42.3567
1171062000,가락본동,송파구,73.88,37.0,757.0,22.0,0.0291,1.014,21.7,0.3181206459784674,7014766.0,6366132.89522843,0.9075,966556.5399839246,1944262.8545024511,0.6141,0.4088,0.0843,0.0891,0.3256,35.1553,35.8038
1171063100,가락1동,송파구,73.88,37.0,757.0,22.0,0.0291,1.3922,15.8,0.2679733808502127,7014766.0,6366132.89522843,0.9075,965372.908961286,1944064.523963022,0.6141,0.4088,0.0614,0.0891,0.2276,34.4675,25.1333
1171063200,가락2동,송파구,73.88,37.0,757.0,22.0,0.0291,0.9316,23.62,0.2761291974775121,7014766.0,6366132.89522843,0.9075,967361.547756953,1944130.2784777624,0.6141,0.4088,0.0917,0.0891,0.2435,34.269,39.6443
1171064100,문정1동,송파구,71.28,31.8,508.0,33.0,0.065,0.6121,53.91,0.3142535902284458,6278127.0,6631738.537754549,1.0563,967016.8308435832,1943309.4621177118,0.5904,0.3514,0.2094,0.1172,0.318,32.4898,41.5688
1171064200,문정2동,송파구,71.28,31.8,763.0,33.0,0.0433,2.2403,14.73,0.4174861868853598,4877570.0,6631738.537754549,1.3596,966327.3558957268,1942508.3267171807,0.5904,0.3514,0.0572,0.1745,0.5197,31.7572,19.0335
1171064600,장지동,송파구,71.28,31.8,763.0,33.0,0.0433,1.2774,25.83,0.278530657982281,4877570.0,6631738.537754549,1.3596,967421.2043306008,1942701.158613281,0.5904,0.3514,0.1003,0.1745,0.2482,29.7732,33.2763
1171064700,위례동,송파구,55.36,16.4,614.0,97.0,0.158,2.6386,36.76,0.2471398942931692,3643190.0,6106997.873732828,1.6763,968280.2206609019,1942545.38199907,0.4455,0.1812,0.1428,0.2343,0.1869,19.1924,40.8384
1171065000,잠실본동,송파구,55.89,13.6,704.0,19.0,0.027,1.0282,18.48,0.4016995535071295,8577818.0,6987262.305960347,0.8146,963110.6403146059,1945272.4553276866,0.4504,0.1503,0.0718,0.0716,0.4889,12.9351,22.476
1171067000,잠실2동,송파구,55.89,13.6,704.0,19.0,0.027,2.6848,7.08,0.188227202384364,8577818.0,6987262.305960347,0.8146,962826.5895169951,1946543.025911618,0.4504,0.1503,0.0275,0.0716,0.0718,13.2311,9.6426
1171068000,잠실3동,송파구,55.89,13.6,704.0,19.0,0.027,1.5415,12.33,0.2096098223245381,8577818.0,6987262.305960347,0.8146,964141.3677410423,1946145.4701126784,0.4504,0.1503,0.0479,0.0716,0.1136,13.6972,13.9589
1171072000,잠실7동,송파구,55.89,13.6,704.0,19.0,0.027,0.7229,26.28,0.2176308539944903,8577818.0,6987262.305960347,0.8146,962339.1638378318,1945423.4855681262,0.4504,0.1503,0.1021,0.0716,0.1292,12.5762,22.8006
1174051500,강일동,강동구,50.95,5.8,505.0,165.0,0.3267,2.2704,72.67,0.2293513264836681,2211872.0,5407610.965840867,2.4448,971154.4659106159,1952225.0063390585,0.4054,0.0641,0.2823,0.3794,0.1521,5.2614,68.8052
1174053000,명일제1동,강동구,64.58,18.3,137.0,12.0,0.0876,0.6344,18.92,0.257052548399842,5310519.0,6467327.222695426,1.2178,968726.0629739673,1950171.1512984422,0.5294,0.2022,0.0735,0.1477,0.2063,22.3408,30.7749
1174054000,명일제2동,강동구,64.58,18.3,137.0,12.0,0.0876,0.9136,13.13,0.2321927374301676,5310519.0,6467327.222695426,1.2178,969461.4752675988,1949933.8672744546,0.5294,0.2022,0.051,0.1477,0.1577,18.8767,15.7237
1174055000,고덕제1동,강동구,50.51,0.8,287.0,91.0,0.3171,1.5158,60.03,0.185203719921598,2956940.0,7409160.775707239,2.5057,969171.5663649918,1951429.3574483516,0.4014,0.0088,0.2332,0.3909,0.0659,4.2923,53.5926
1174056000,고덕제2동,강동구,50.51,0.8,287.0,91.0,0.3171,2.4749,36.77,0.24187535634402,2956940.0,7409160.775707239,2.5057,970216.8369015764,1951802.586679021,0.4014,0.0088,0.1428,0.3909,0.1766,1.3076,41.9932
1174057000,암사제1동,강동구,76.34,38.4,722.0,27.0,0.0374,0.7349,36.74,0.2725712933380665,3451331.0,6352742.019220627,1.8407,967724.1556188269,1950341.2699384002,0.6365,0.4243,0.1427,0.2653,0.2366,35.4392,45.4337
1174058000,암사제2동,강동구,76.34,38.4,722.0,27.0,0.0374,2.1726,12.43,0.2958731012232827,3451331.0,6352742.019220627,1.8407,966762.8327970245,1950920.2299085094,0.6365,0.4243,0.0483,0.2653,0.2821,38.235,14.8244
1174059000,암사제3동,강동구,76.34,38.4,722.0,27.0,0.0374,1.798,15.02,0.2229358328993809,3451331.0,6352742.019220627,1.8407,968085.1921145595,1951375.9145652787,0.6365,0.4243,0.0583,0.2653,0.1396,35.1171,20.3393
1174060000,천호제1동,강동구,71.88,32.6,989.0,60.0,0.0607,0.6685,89.75,0.2750143815915628,5019144.0,7267951.198863843,1.448,968070.9439322746,1949727.1617557416,0.5959,0.3602,0.3486,0.1911,0.2414,31.3655,65.3789
1174061000,천호제2동,강동구,71.88,32.6,989.0,60.0,0.0607,1.8497,32.44,0.3249415408910079,5019144.0,7267951.198863843,1.448,966609.348800043,1949585.037048106,0.5959,0.3602,0.126,0.1911,0.3389,31.1833,33.9333
1174062000,천호제3동,강동구,71.88,32.6,989.0,60.0,0.0607,0.5611,106.93,0.356615537620013,5019144.0,7267951.198863843,1.448,967605.2870381091,1948993.1685128226,0.5959,0.3602,0.4154,0.1911,0.4008,33.9472,86.7997
1174064000,성내제1동,강동구,76.11,40.2,955.0,40.0,0.0419,0.6632,60.31,0.2817733484023425,5110333.0,6659132.122845626,1.3031,966914.0892495596,1947775.3259996483,0.6344,0.4442,0.2343,0.1638,0.2546,39.271,60.456
1174065000,성내제2동,강동구,76.11,40.2,955.0,40.0,0.0419,0.6247,64.03,0.3502187526807926,5110333.0,6659132.122845626,1.3031,967107.8888303246,1948408.1003232787,0.6344,0.4442,0.2487,0.1638,0.3883,38.2598,67.4354
1174066000,성내제3동,강동구,76.11,40.2,955.0,40.0,0.0419,0.6469,61.83,0.2937196777495883,5110333.0,6659132.122845626,1.3031,967641.2830260084,1947734.311255804,0.6344,0.4442,0.2402,0.1638,0.2779,35.2065,66.6775
1174068500,길동,강동구,66.29,30.0,458.0,17.0,0.0371,1.6303,10.43,0.3020464824683176,5035104.0,6243245.898127002,1.2399,968723.4616530284,1948989.2130791692,0.545,0.3315,0.0405,0.1519,0.2942,27.3597,29.384
1174069000,둔촌제1동,강동구,47.83,10.7,317.0,92.0,0.2902,0.9115,100.93,0.2884615384615384,3166945.0,6466656.351075647,2.0419,968226.3055179194,1947145.953462303,0.377,0.1182,0.3921,0.3033,0.2676,16.8981,87.135
1174070000,둔촌제2동,강동구,47.83,10.7,317.0,92.0,0.2902,1.5492,59.39,0.2810336300692383,3166945.0,6466656.351075647,2.0419,968832.786929853,1948058.2224156298,0.377,0.1182,0.2307,0.3033,0.2531,14.4941,56.2657
