adm_cd,adm_nm,자치구,res_building_n,area_km2,new_density,avg_age,old30_ratio,avg_units,small_ratio
1174055000,고덕제1동,강동구,617,1.515809923915974,56.74,28.53,0.6787,13.05,0.6645
1174056000,고덕제2동,강동구,617,2.474874752184202,34.75,28.53,0.6787,13.05,0.6645
1174057000,암사제1동,강동구,841,0.7349075996438003,34.93,26.96,0.4806,9.2,0.4885
1174058000,암사제2동,강동구,841,2.172643050338226,11.81,26.96,0.4806,9.2,0.4885
1174059000,암사제3동,강동구,841,1.797967108529413,14.28,26.96,0.4806,9.2,0.4885
1174060000,천호제1동,강동구,1565,0.6684775722605043,82.78,30.75,0.6473,6.72,0.524
1174061000,천호제2동,강동구,1565,1.849736814032577,29.91,30.75,0.6473,6.72,0.524
1174062000,천호제3동,강동구,1565,0.5611168219843251,98.61,30.75,0.6473,6.72,0.524
1174064000,성내제1동,강동구,1059,0.663160167847964,46.75,27.85,0.4973,8.26,0.3917
1174065000,성내제2동,강동구,1059,0.6246618265864,49.63,27.85,0.4973,8.26,0.3917
1174066000,성내제3동,강동구,1059,0.6468531026245836,47.92,27.85,0.4973,8.26,0.3917
1174068500,길동,강동구,1500,1.630343882755211,30.06,26.91,0.4717,12.95,0.3247
1174069000,둔촌제1동,강동구,565,0.9114673330762187,122.33,23.58,0.4339,18.85,0.5009
1174070000,둔촌제2동,강동구,565,1.549245818014498,71.97,23.58,0.4339,18.85,0.5009
